case,answer,step,kind,status,start_time,end_time,components,modalities,returned_count,truncated,workflow_check,prediction
case_000021,currencyservice_cpu,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000021,currencyservice_cpu,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,48,False,OK component focus metrics->trace->log,
case_000021,currencyservice_cpu,10,component_focus,True,1260,1440,"[""currencyservice"", ""frontend"", ""cartservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,54,False,OK component focus metrics->trace->log,
case_000021,currencyservice_cpu,11,completed,True,,,,,,,OK completed,"[""currencyservice_latency"", ""frontend_latency"", ""cartservice_latency""]"
case_000022,currencyservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000022,currencyservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000022,currencyservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000022,currencyservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000022,currencyservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000022,currencyservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000022,currencyservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000022,currencyservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000022,currencyservice_latency,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces,36,False,WARN component focus metrics-first but trace/log missing,
case_000022,currencyservice_latency,10,completed,True,,,,,,,OK completed,"[""currencyservice_latency"", ""checkoutservice_latency"", ""frontend_latency""]"
case_000023,currencyservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000023,currencyservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000023,currencyservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000023,currencyservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000023,currencyservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000023,currencyservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000023,currencyservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000023,currencyservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000023,currencyservice_latency,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces,36,False,WARN component focus metrics-first but trace/log missing,
case_000023,currencyservice_latency,10,completed,True,,,,,,,OK completed,"[""currencyservice_latency"", ""frontend_latency"", ""checkoutservice_latency""]"
case_000024,currencyservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000024,currencyservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000024,currencyservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000024,currencyservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000024,currencyservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000024,currencyservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000024,currencyservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000024,currencyservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000024,currencyservice_latency,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces->metrics->traces,36,False,WARN component focus metrics-first but trace/log missing,
case_000024,currencyservice_latency,10,completed,True,,,,,,,OK completed,"[""currencyservice_latency"", ""checkoutservice_latency"", ""emailservice_latency""]"
case_000025,currencyservice_diskio,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000025,currencyservice_diskio,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000025,currencyservice_diskio,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000025,currencyservice_diskio,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000025,currencyservice_diskio,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000025,currencyservice_diskio,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000025,currencyservice_diskio,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000025,currencyservice_diskio,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000025,currencyservice_diskio,9,component_focus,True,1080,1260,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,48,False,OK component focus metrics->trace->log,
case_000025,currencyservice_diskio,10,completed,True,,,,,,,OK completed,"[""currencyservice_diskio"", ""currencyservice_latency"", ""currencyservice_mem""]"
case_000026,currencyservice_diskio,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000026,currencyservice_diskio,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000026,currencyservice_diskio,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000026,currencyservice_diskio,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000026,currencyservice_diskio,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000026,currencyservice_diskio,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000026,currencyservice_diskio,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000026,currencyservice_diskio,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000026,currencyservice_diskio,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,48,False,OK component focus metrics->trace->log,
case_000026,currencyservice_diskio,10,completed,True,,,,,,,OK completed,"[""currencyservice_diskio"", ""currencyservice_mem"", ""currencyservice_latency""]"
case_000027,currencyservice_diskio,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000027,currencyservice_diskio,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000027,currencyservice_diskio,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000027,currencyservice_diskio,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000027,currencyservice_diskio,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000027,currencyservice_diskio,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000027,currencyservice_diskio,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000027,currencyservice_diskio,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000027,currencyservice_diskio,9,component_focus,True,1080,1260,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,48,False,OK component focus metrics->trace->log,
case_000027,currencyservice_diskio,10,completed,True,,,,,,,OK completed,"[""currencyservice_diskio"", ""currencyservice_mem"", ""currencyservice_latency""]"
case_000028,currencyservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000028,currencyservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000028,currencyservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000028,currencyservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000028,currencyservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000028,currencyservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000028,currencyservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000028,currencyservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000028,currencyservice_latency,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics,33,False,OK component focus metrics->trace->log,
case_000028,currencyservice_latency,10,completed,True,,,,,,,OK completed,"[""currencyservice_latency"", ""frontend_latency"", ""recommendationservice_latency""]"
case_000029,currencyservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000029,currencyservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000029,currencyservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000029,currencyservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000029,currencyservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000029,currencyservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000029,currencyservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000029,currencyservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000029,currencyservice_latency,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,49,False,OK component focus metrics->trace->log,
case_000029,currencyservice_latency,10,completed,True,,,,,,,OK completed,"[""currencyservice_latency"", ""checkoutservice_latency"", ""frontend_latency""]"
case_000030,currencyservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000030,currencyservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000030,currencyservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000030,currencyservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000030,currencyservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000030,currencyservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000030,currencyservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000030,currencyservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000030,currencyservice_latency,9,component_focus,True,1260,1440,"[""checkoutservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,54,False,OK component focus metrics->trace->log,
case_000030,currencyservice_latency,10,completed,True,,,,,,,OK completed,"[""checkoutservice_latency"", ""currencyservice_latency"", ""recommendationservice_latency""]"
case_000031,currencyservice_mem,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000031,currencyservice_mem,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000031,currencyservice_mem,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000031,currencyservice_mem,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000031,currencyservice_mem,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000031,currencyservice_mem,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000031,currencyservice_mem,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000031,currencyservice_mem,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000031,currencyservice_mem,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,48,False,OK component focus metrics->trace->log,
case_000031,currencyservice_mem,10,completed,True,,,,,,,OK completed,"[""currencyservice_mem"", ""currencyservice_latency"", ""recommendationservice_latency""]"
case_000032,currencyservice_mem,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000032,currencyservice_mem,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000032,currencyservice_mem,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000032,currencyservice_mem,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000032,currencyservice_mem,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000032,currencyservice_mem,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000032,currencyservice_mem,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000032,currencyservice_mem,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000032,currencyservice_mem,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,48,False,OK component focus metrics->trace->log,
case_000032,currencyservice_mem,10,component_focus,True,1260,1440,"[""currencyservice"", ""checkoutservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,54,False,OK component focus metrics->trace->log,
case_000032,currencyservice_mem,11,completed,True,,,,,,,OK completed,"[""currencyservice_mem"", ""currencyservice_latency"", ""checkoutservice_latency""]"
case_000033,currencyservice_mem,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000033,currencyservice_mem,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000033,currencyservice_mem,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000033,currencyservice_mem,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000033,currencyservice_mem,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000033,currencyservice_mem,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000033,currencyservice_mem,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000033,currencyservice_mem,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000033,currencyservice_mem,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,48,False,OK component focus metrics->trace->log,
case_000033,currencyservice_mem,10,completed,True,,,,,,,OK completed,"[""currencyservice_mem"", ""checkoutservice_latency"", ""emailservice_latency""]"
case_000034,currencyservice_socket,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000034,currencyservice_socket,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000034,currencyservice_socket,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000034,currencyservice_socket,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000034,currencyservice_socket,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000034,currencyservice_socket,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000034,currencyservice_socket,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000034,currencyservice_socket,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000034,currencyservice_socket,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,48,False,OK component focus metrics->trace->log,
case_000034,currencyservice_socket,10,completed,True,,,,,,,OK completed,"[""currencyservice_mem"", ""emailservice_latency"", ""checkoutservice_latency""]"
case_000035,currencyservice_socket,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000035,currencyservice_socket,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000035,currencyservice_socket,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000035,currencyservice_socket,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000035,currencyservice_socket,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000035,currencyservice_socket,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000035,currencyservice_socket,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000035,currencyservice_socket,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000035,currencyservice_socket,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,48,False,OK component focus metrics->trace->log,
case_000035,currencyservice_socket,10,completed,True,,,,,,,OK completed,"[""currencyservice_latency"", ""emailservice_mem"", ""checkoutservice_latency""]"
case_000036,currencyservice_socket,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000036,currencyservice_socket,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000036,currencyservice_socket,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000036,currencyservice_socket,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000036,currencyservice_socket,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000036,currencyservice_socket,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000036,currencyservice_socket,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000036,currencyservice_socket,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000036,currencyservice_socket,9,component_focus,True,1260,1440,"[""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,48,False,OK component focus metrics->trace->log,
case_000036,currencyservice_socket,10,completed,True,,,,,,,OK completed,"[""currencyservice_latency"", ""emailservice_mem"", ""checkoutservice_latency""]"
case_000037,emailservice_cpu,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000037,emailservice_cpu,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000037,emailservice_cpu,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000037,emailservice_cpu,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000037,emailservice_cpu,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000037,emailservice_cpu,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000037,emailservice_cpu,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000037,emailservice_cpu,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000037,emailservice_cpu,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000037,emailservice_cpu,10,completed,True,,,,,,,OK completed,"[""emailservice_cpu"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000038,emailservice_cpu,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000038,emailservice_cpu,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000038,emailservice_cpu,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000038,emailservice_cpu,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000038,emailservice_cpu,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000038,emailservice_cpu,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000038,emailservice_cpu,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000038,emailservice_cpu,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000038,emailservice_cpu,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000038,emailservice_cpu,10,completed,True,,,,,,,OK completed,"[""emailservice_latency"", ""emailservice_cpu"", ""emailservice_mem""]"
case_000039,emailservice_cpu,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000039,emailservice_cpu,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000039,emailservice_cpu,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000039,emailservice_cpu,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000039,emailservice_cpu,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000039,emailservice_cpu,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000039,emailservice_cpu,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000039,emailservice_cpu,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000039,emailservice_cpu,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000039,emailservice_cpu,10,completed,True,,,,,,,OK completed,"[""emailservice_mem"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000040,emailservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000040,emailservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000040,emailservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000040,emailservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000040,emailservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000040,emailservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000040,emailservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000040,emailservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000040,emailservice_latency,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000040,emailservice_latency,10,component_focus,True,1260,1440,"[""emailservice"", ""checkoutservice"", ""currencyservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,54,False,OK component focus metrics->trace->log,
case_000040,emailservice_latency,11,completed,True,,,,,,,OK completed,"[""emailservice_latency"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000041,emailservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000041,emailservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000041,emailservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000041,emailservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000041,emailservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000041,emailservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000041,emailservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000041,emailservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000041,emailservice_latency,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
case_000041,emailservice_latency,10,completed,True,,,,,,,OK completed,"[""emailservice_latency"", ""checkoutservice_latency"", ""currencyservice_latency""]"
case_000042,emailservice_latency,1,metrics_broad_scan,True,0,180,[],metrics,18,False,OK metrics-only broad scan,
case_000042,emailservice_latency,2,metrics_broad_scan,True,180,360,[],metrics,18,False,OK metrics-only broad scan,
case_000042,emailservice_latency,3,metrics_broad_scan,True,360,540,[],metrics,18,False,OK metrics-only broad scan,
case_000042,emailservice_latency,4,metrics_broad_scan,True,540,720,[],metrics,18,False,OK metrics-only broad scan,
case_000042,emailservice_latency,5,metrics_broad_scan,True,720,900,[],metrics,18,False,OK metrics-only broad scan,
case_000042,emailservice_latency,6,metrics_broad_scan,True,900,1080,[],metrics,18,False,OK metrics-only broad scan,
case_000042,emailservice_latency,7,metrics_broad_scan,True,1080,1260,[],metrics,18,False,OK metrics-only broad scan,
case_000042,emailservice_latency,8,metrics_broad_scan,True,1260,1440,[],metrics,18,False,OK metrics-only broad scan,
case_000042,emailservice_latency,9,component_focus,True,1260,1440,"[""emailservice""]",metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs->metrics->traces->logs,42,False,OK component focus metrics->trace->log,
